DATA_COMMENTO;ID_PRODOTTO;NOME_PRODOTTO;CATEGORIA_PRODOTTO;SITO_ECOMMERCE;RATING_ORIGINALE;TESTO_COMMENTO
27/12/2022;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.8;Fruit forward, dry, lively with lots of bubbles. Yellow apple and pear, melon, nutty, and creamy and smooth finish with a bit of banana.
07/02/2021;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;A delicious and fresh Prosecco! One that can be consumed on its own, bubbly and refreshing. Paired with cashew chicken, yellow curry and wontons.
05/01/2023;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.7;Absolutely a special bottle of prosecco, seductive and very aromatic.  Tropical and peach aroma on nose. High intensity of bubbles. Lovely bottle.
01/01/2021;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Light and crisp, easy to drink, dry and not sweet. apple pear grapefruit citrus flavors make it a very nice, dry but well balanced Prosecco 
31/05/2024;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;The ratings on this are insane. Incredible value for money. It’s smooth with just the right amount of bubbles and honey with apple minerals
05/02/2022;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Mama mia!!!  For a guy that does not like frizzy wines to rant about a frizzy one!  Just grab a bottle during a nice and warm summer eve...& enjoy 🥂 
14/10/2023;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.6;Crushed green pears, white apple flesh and foliage aromas. Rounded fruit flavours with green pears and apples, soft white rose petals. Decent length.
02/12/2023;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.5;Medium perlage. Fruity flavours of apple 🍏, gooseberries, a touch of peach 🍑 and citrus fruits, pleasant acidity, medium to long finish.
21/10/2025;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.8;88 pts, good value Prosecco. Had a slight aged/oxidative note to it for a Prosecco but it added a bit of extra character—might have sat in the shelf a while.
10/10/2020;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.9;Crisp and fresh Prosecco. Citrus, apples and some pear & minerals.   Just below 4 stars from me. Around 3.9 points I would say. Nice value one that I could have again.
29/01/2022;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Birthday dinner celebrations! Citrus on the nose with pear and apple tasting notes. Very tasty, but might also have been the delicious meal and atmosphere.
17/08/2020;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Lovey bottle of bubbles. Lots of flavour, apple citrus lemon, very refreshing to drink.  Expensive (£20) enough back home but here in Italy it's a steal at €5.99
14/09/2023;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.8;Nothing special and unique. Smells a bit hay, basic acceptable taste of apple, peach and pear. A bit boring, but perlage is so good, so +0.3 to this prosecco.
20/12/2023;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.8;Pale straw color. Yellow apple, green pear, white florals, light minerals, apple peels, lemon zest. Little fizz. Fresh & delightful. A bit sweet. Drink anytime.
24/12/2023;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.8;First feeling smooth Prosecco at the end different tones of taste a little bit hard to describe. But in all a good Prosecco. Pear and apple tones gently sparkling
27/06/2022;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.8;Pretty big on the almond and toast for a prosecco, and this came as a pleasant surprise. Add a bit of apple and citrus and it makes for a very versatile sparkling wine
02/11/2025;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.7;87/100 Very elegant Prosecco, dry and refined, fresh and well-balanced with decent acidity.  Really enjoyed it!  Please see my review of 2020 for more details!
08/05/2022;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.9;Very enjoyable.  Nose for apples, minerals and lemon zest.  Flavours of apple, lemon peel and asparagus.  Medium body. Very acidic. Light tannins. Very dry.
30/04/2023;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.9;I like this much more than I expected. I think my taste buds are changing again. Fruity, zesty Prosecco which I can have again and again. Good mid bodied notes of citrus, with a long lasting nose too
29/09/2017;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Aromas of sweet pears, lemon, and grapefruit. Medium body, high acidity.  Palate displays a nice blend of citrus and sweetness, in a crisp and refreshing prosecco. Very nice, underrated 
12/01/2024;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.9;Elegant palate with peach, apple and lemon. Complex body for its price. A trace of sweetness, but still refreshing. Stone and obvious honey (definitely honey!) in the aftertaste.
21/04/2023;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.8;Pale yellow color. Green apple, yeast, floral on the nose. Very aromatic. Med body. Nice fresh acidity with some sweetness. Good finish length. Surprisingly good prosecco at this price.
28/09/2016;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;No wow factor on this wine, but still very tasty. A nice dry prosecco, I don't taste any strong notes of fruit/Apple like most prosecco. Nice to try and have once, but not great enough to buy twice.
29/05/2022;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.8;Very refreshing although lacking a bit in character. Green apple, pear and grapefruit on the palette. Decent length in the finish.  Enjoyed at Pharos hotel, Hvar, Croatia
20/01/2022;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.1;A very nice prosecco, nice consistent bubbles that isn’t overly fizzy with aroma’s of ripe apple, tropical fruits and candy. Off-dry with a medium finish, not complex but can be enjoyed by most. 
23/07/2018;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Excellent!  Love the flower essence but can’t define the actual flower. Crisp and fruity. I taste an apricot but not definite. Could not be more pleased. Can’t pinpoint but WE LOVE IT 
10/10/2020;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.5;3.5. Drinking at 7.30 am isn't wrong, is it? 😁 Breakfast with @[1|1723487|Daniel Giacinti] started with mimosas, about the best thing Prosecco is good for. But that wasn't all... 
27/03/2021;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Fresh, fruity Prosecco, with a fine, persistent perlage. Excellent as an aperitif. DOCG* Certified. Abundant in bubbles, it has a very fine, persistent perlage, accompanied by an intensely fruity aroma with clear hints of ripe, golden apple and acacia flowers.
11/02/2021;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Nice prosecco, very smooth. A bit earthy on the nose for me... some apple on the nose with some grass or soil. Interesting nose. But the taste is very fruity, some green apple and pear with a lemon and lime zest finish. I did enjoy it a lot!
23/06/2019;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Second bottle of Prosecco held by the lovely hostesses for our wine tasting, photo bombed by one of our servers, @[1|29379994|Chris Thiesson] #11 Nose: very fresh and bubbly with toast Citrus toasty buttery taste  
08/11/2019;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Straightforward as any good prosecco. Light on the entry, crisp & refreshing. Nose & palate, slightly herbaceous with hint of citrus & maybe guava. Mouthfeel, dry with rounded mouthfeel and great companion during breakfast 
08/12/2021;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Value And Perfect With Vietnamese Food.  Pale yellow gold colour with orchard fruit and lemon on the nose which continues to the palate.  Apples, pears and citrus with hints of tropical fruit.  The persistent fine bubbles with zesty acidity in a light medium body nicely complements the light spiciness of Vietnamese fare.  But I would not hesitate to serve as an aperitif or sip on the patio.
18/11/2019;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;I’m a 3.8 for this one so it gets a 4 ⭐️.  Nice golden colour in the glass, nice expression of bubbles with each sip.  On the nose citrus, apple and pear.  High acidity, light alcohol and a medium+ length finish.  Would definitely have again.
04/03/2024;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.8;Everyday Elegance in a Bottle.A lovely Prosecco that captures the spirit of Veneto with its lively bubbles and fresh palate. It's an effervescent celebration of apple and pear notes, balanced with just the right touch of acidity to keep things interesting. This Il Fresco Brut is the perfect plus-one for any occasion, embodying the joy of the everyday in a glass.
02/05/2022;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;👃Silky, creamy fruits, with green and whites fruits, and an array of white floral and blossom notes on the aroma.   👅Soft, creamy with a hint of citrus, white pear, green apples and white floral flavours.   Gold Medal Winner in the Light & Fruity Category at The Glass of Bubbly Awards 2021 
01/06/2022;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.7;This bottle ended up in my fridge when we had guests over a few weeks ago. Didn’t end up drinking it then, so my wife opened it tonight.   On the nose, yeast, yellow apple, pear and honey.   On the palate, melon, apricot, apple, yeast and hints of citrus and tropical fruits.     Very nice. 
05/06/2016;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;This was fun in a bottle.  The bottle needs to be double the size.  It goes fast.  Drop a strawberry or blackberry into the glass and Wow! There is a line of people with empty glasses begging for more. 
04/03/2024;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.1;Rapid review in the aftermath of Wine Fest!   Vivino community says 3.6, which baffles me. Another delicious prosecco from this winery. Dry, bright and so refreshing. Minerals, citrus, light yeast.   Enjoyed with @Shawn McLaughlin
03/05/2025;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.7;Strong nose of pear and yellow apple. Very flavorful sparkling wine with the continued presence of pear, apple and honey. Some acidity but not a lot. Medium finish with medium bubbles and effervescence. Perfect on a Saturday afternoon while watching F1.
24/12/2025;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.9;Light colour, soft minerals at the nose. At the taste this prosecco is gently sparkling and easy drinking. Seems an extra dry with a touch of sugar, pear flavours and a balanced crisp flavour. Nothing special but not bad. At least the magnum bottle looks gorgeous.
22/10/2023;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.8;Well enjoyed not by myself but by our guest Sanja at the excellent Oakville Thai restaurant Soontorn Banh Thai. Our go to Thai spot when in Oakville. Classy decor, wonderful atmosphere and superb reasonably priced food. As regards the Sparkler by all accounts quite good. Notes of apple , peach and pear and a nice wheaty palate offset with sparkling acidity. Very good pairing with the cuisine.
28/09/2022;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.7;Light yellow color with a lot od small bubbles disappearing fast. In nose apples and pear fragrance with yeast scent. On palate decent acidity and clean orchard fruity taste. (*) Good to be drunk solo and mixed with Aperol.
22/10/2022;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;I am very very very far from considering myself an expert in the bubble world 😬😬😬  I likes it... and so did everyone on my birthday party... so everything is good.  The real wines we celebrated with were 10x and 20x more expensive... but the bubble part is not me...  at least for now.q
31/12/2025;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.9;С Новым годом!!  Prosecco Treviso из региона Венетто.  Цвет чуть желтоватый, перляж крупный, вкус насыщенный.  Во вкусе яблоко, груша, цитрус, мёд, минералы и горчинка цедры в послевкусии. Отличное содержимое первого бокала в наступившем году!   Prosecco Treviso from the Venetto region.  The color is slightly yellowish, the pearlage is large, the taste is rich.  The taste has apple, pear, citrus, honey, minerals and a bitterness of peel in the aftertaste. Excellent contents of the first glass of the new year!
23/01/2015;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Surprisingly good considering that most entry level Prosecco is absolute shite and is not worth drinking. This stuff has a very fresh and elegant floral nose with a touch of cinnamon baked apple. Perfectly balanced acidity helps bring across flavours of exotic fruit to the palate to add to above mentioned aromas. Moderate sugar level, much lower than is usually the norm. Really refreshing and very pleasant. Probably the best frizzante I have come across apart from Valdobbiadene stuff. Happy days!
26/04/2015;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Great White Extra Dry Prosecco with very bright color. Luminous crystal with abundant lather and beautiful long-lasting fine bubbles forming even streaks. The clear neutral, mineral acidity, flint, grass after rain and fresh citrus.
31/08/2025;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.8;Villa Sandi ll Fresco Prosecco DOC Treviso Brut BD2024 (20250716)  Pale lemon, medium intensity, lemon, yuzu peel, green apple, nectarine, acacia, off dry, medium+ acidity, medium alcohol, light body with vivid mousse, medium- finish, good-, refreshing Prosecco with good approachability due to fresh fruit character and 12g/L residual sugar.
30/08/2025;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.7;On the second attempt, the flavor profile is predominantly dominated by honey, resulting in a rich sweetness on the palate. However, there is a noticeable lack of freshness that could enhance the overall balance and complexity of the taste experience.
10/10/2020;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;We got ourselves a Magnum of this fun dry bubbly Prosecco, for the holiday lunch. Considering its price that’s a great bargain. There’s a nose of honey and peach with crisp, floral and strong green apple with slight minerality on the palate. Overall it’s refreshing and easy, perfect for any occasion. 
29/09/2017;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.5;"Last evening on Corfu island - somewhat a dedication to Venetian pages of island history :) Meaning literally ""The Fresh One"", it's exactly the case!  Vibrant, fresh, tasty))  Very pale straw yellow color. Elegant & stable perlage. Beautiful bouquet of yeast, chalk, yellow apple, yellow plum, jasmine. well-ballanced palate of medium(-) body and vivid acidity. Delicately mineral. Flavors of peach, lemon & lime, green apple & melon. Harmonious fruity finish accenting citrus mostly. Was fine on its own. 3.6*"
12/03/2022;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.5;Happy Bubbles Friday!  We started off our Friday evening with this 🇮🇹 Prosecco.  Prosecco seems to be slightly more comment type of sparkling around in 🇮🇩.  We guess you’ll be seeing more of that from us!  Light golden straw in the glass.  Meek lemon and citrus on the nose.   Lemon, nuttiness, and yeast on a crisp flavour profile.  This Prosecco does the trick for us!  3.6✨
13/12/2015;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.5;A fun, fruity and easy drinking Prosecco that is quite dry, well-balanced with a light body.  Medium size bubbles with a rich golden straw color.   This wine has intense flowery and fruity aromas pear, grapefruit and melon with a inkling of green apple.  It has clean crisp flavors of apples, peaches and pears with a hint of mint. Not as sweet as other Proseccos I have had it quite refreshing.  A nice wine to pair with a charcuterie and cheese platter.  Worth a try especially given the price point.  Enjoy!
28/02/2015;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.5;Cheap spumante for this quality. I think for a brut prosecco it'a a bit sweet, but the variety of notes, like green apple, almonds and honey, are sufficiently compensating that. The finish is long and quite intens. € 9,95@ Wine in black
02/05/2018;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.5;Loads of medium-sized bubbles in the glass. On the nose, apricot, citrus zest and pineapple with hints of honey and flowers. Dry, medium (++) acidity, medium alcohol. Kiwi, grapefruit and lemon peel with a hint of salinity on the palate. I was pleasantly surprised by the texture of the bubbles, but they're relatively short-lived.   For the value, this is a great prosecco if you're looking for a ripe fruit expression. Hints of tropical fruit, honey and citrus make this a great wine for a warm summers night.
22/09/2017;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.5;3.7* 🚩Dress clarity: ⭐️⭐️ intensity: ⭐️⭐️⭐️ color: golden 🚩Nose intensity: ⭐️⭐️⭐️ duchess, pear, white flowers, citruses, lemon lollipops  🚩Palate sugar: ⭐️⭐️ alcohol: ⭐️ body: ⭐️⭐️ tannins: acidity: ⭐️⭐️⭐️⭐️ citruses & lollipops  aftertaste: ⭐️⭐️⭐️ . ⭐️ (min) — ⭐️⭐️⭐️⭐️⭐️ (max)
14/03/2026;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.7;This was the perfect compliment with a bowl of strawberries. Add a few pieces to the flutes and sip to your hearts content. The bubbles made each mouthful a small celebration on the tongue. This was a perfect balance, not too sweet or too dry. Grab a bottle, someone special and celebrate your life.
30/04/2022;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.8;It stands alone strong as your reliable brunch Prosecco. Light, dry, citrusy. My go-to Prosecco for Aperol Spritz. 
22/04/2017;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Creamy with notes of peach. Pleasant effervescence.   Tasted again 9/2/18 with notes of honey and green apple. 
18/07/2020;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Apple, pear, citrus with a pronounced minerality that makes this a refreshing Prosecco.  Excellent at this affordable price 
31/03/2015;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Extra dry is the tipical Prosecco Valdobbiadene. Nice crispy fruit, fresh acidity.....very enjoyable.
29/11/2022;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;A really decent Prosecco 🇮🇹  Not a typical one, it has lots of melon, apple, lemon and some honey.  Cheers! 🥂🥂🥂 
07/04/2018;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Light and refreshing, this Prosecco is a great choice for an easy drinker on a summer afternoon. Not sickly sweet, but good balance. 
20/06/2021;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Nice and mild Prosecco with a vanilla and peach finish. We had it at Vele with Estefania and her mom on June 2021.
04/03/2017;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Big tree fruit nose. Comes off pretty sweet but mellows as u drink it. A very nice italian sparkling. Enjoy
23/06/2016;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Nice fresh perfume,Smooth, easy but complex enough. Nice small elegant bibbles. Even bettervthan the extra dry
27/03/2026;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.8;Good, honest Prossecco, pretty light, bubbly, taste of pears, citrics and green apples, not too fancy yet an enjoyable drink
11/02/2016;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Loved it. This is a great every day easy drinking sparkling wine good fruit good effervescence clean finish.
19/11/2017;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Lovely golden apples and breadcrumbs. Wonderful roasted pine and a full, slightly floral madeleine finish.
17/02/2025;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.9;apple citrus pear green apple lemon grapefruit lime grass yellow apple green pear acacia gooseberry lime zest honeydew melon
22/06/2023;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.8;Tasted during Gambero Rosso Montréal 2023. No notes. Just rating. I'm keeping track of what I like or  not like.
18/02/2021;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Crisp, tidy, with uniform bubbles. Apple and green pear notes. Delicious with 1/2oz orange juice in my celebration mimosa 🎉 
20/10/2019;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;This is a excellent Prosecco very unique array of fruit, smooth and well balanced on the palate. Very enjoyable wine.
18/09/2019;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Back in the grind and literally have no time to write full reviews, so I'll just rate for the time being.
23/06/2015;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.0;Not my favourite Prosecco - it's all about the citrus with very little other fruit flavour and a short-ish finish. I'd say this is a good candidate for a mimosa. #365daysofvino
19/04/2014;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;excellent prosecco with light fruity taste and full minerality. comfortably dry, pleasant sparkling.
08/08/2020;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;This Prosecco gets a 2 thumbs up from the wife! It’s her new summer drink, particularly when used in the Aperol spritz !! 
01/09/2018;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Good nose. Applicable with Thai food. 
22/10/2025;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.8;Light and crisp with a touch of orange and nutty notes.
08/06/2019;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Assertive bubbles that soften quickly with balanced acidity and floral and toasty notes.
24/04/2018;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Nice bubbles. Good taste for the price
24/10/2015;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;good  bubbles crisp
13/04/2026;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.8;Was pleasantly surprises by its fine sparkles and fruity taste.
13/06/2019;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Very tasty prosecco.  Good nose and effervescence.   Palate very acidic with lime.  
22/05/2014;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Great, fine bubbles, apples and limes
20/01/2022;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.6;Notes of green apple, citrus, melon and honey with a hint of yeast. Light, dry+ with soft bubbles. Crisp and refreshing. Cheers! 🥂
29/04/2025;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;3.9;Apple, pear, little lemon, well balanced overall taste.
16/01/2022;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Good QPR. Apple, honey, stone. Good balance. 
13/10/2015;VS-PROS-ED-MM;Il Fresco - Prosecco Doc Millesimato Extra Dry;;Vivino;4.0;Nice and buttery, brilliant yellow color
21/12/2019;MA-AMAR-CS-01;Costasera - Amarone Classico DOCG;;Vivino;4.5;4.3 Delightful. 15.5% ABV. Opaque ruby in the glass. Notes of ripe red plumb and baked cherries, roasted coffee and bitter cocoa. Aged 3 years in barrel prior to bottling. Extraordinary. 
27/08/2021;MA-AMAR-CS-01;Costasera - Amarone Classico DOCG;;Vivino;4.5;This is a classic Amarone. Lots of chocolate and black cherry, mixed with oak and spices.  Lucious wine that goes down smooth and velvety. Cheers! 
20/09/2024;MA-AMAR-CS-01;Costasera - Amarone Classico DOCG;;Vivino;4.7;Deep in color, powder Coco. Give me a straw cause this is delicious.  Bigger in body but well balanced.  4th from the valpo tasting class.
16/06/2022;MA-AMAR-CS-01;Costasera - Amarone Classico DOCG;;Vivino;4.3;Wonderful flavors: cherry chocolate earthy.  Light tannins, velvety on the tongue. Paired well with smoked meats and steak.  
27/11/2022;MA-AMAR-CS-01;Costasera - Amarone Classico DOCG;;Vivino;4.3;Beautiful amarone in Viinimessut  with friends. Full and round, smooth chocolate, vanilla,plum and mocha. The best I tasted during the fun evening.
07/02/2019;MA-AMAR-CS-01;Costasera - Amarone Classico DOCG;;Vivino;4.5;Look.  Up in the sky.  It’s a bird.  It’s a plane.  It’s Superjam!  Nice dry taste.  Awesome nose.  Astringent and pleasantly complex finish
04/12/2025;MA-AMAR-CS-01;Costasera - Amarone Classico DOCG;;Vivino;4.3;Excellent & Typical Amarone Classico from Masi winery, Veneto, Italy 🇮🇹. cherry chocolate plum oak raisin leather on the palate. Great Amarone wine 🍷!!
15/09/2024;MA-AMAR-CS-01;Costasera - Amarone Classico DOCG;;Vivino;4.5;Dark ruby red, on nose sweet cherry and dark chocolate. On palate great balance, nice sweetness. Getting some nice aging hints. Drank in a magnum. Really enjoyed this
31/10/2022;MA-AMAR-CS-01;Costasera - Amarone Classico DOCG;;Vivino;4.5;Stone, mushroom, fig, jammy red fruit, coffee, toffee, caramel, smoke. Full bodied with ripe fruit and loads of auxiliary flavors with an outstandingly long finish.  
17/09/2022;MA-AMAR-CS-01;Costasera - Amarone Classico DOCG;;Vivino;4.5;Superb Amarone. For me, the best. Let’s say in Isaan, to pair with spicy dishes made with “moo” or “ped”… explosive notes of red fruits and sweet chocolate… 
08/08/2024;MA-AMAR-CS-01;Costasera - Amarone Classico DOCG;;Vivino;4.5;Me oh my!!  I love amarone.   And umm, currant and cranberry and plum and leather and a bit of evergreen and tree bark on the nose. the tannins are beautiful I’m in love omg.
07/09/2024;MA-AMAR-CS-01;Costasera - Amarone Classico DOCG;;Vivino;4.4;Objectively and sentimentally one of my favourite wines. Blackberry and toast on the nose. Palate has a unique and delightful blistered tomato. Exceptional mouth feel. Exquisitely balanced.
03/01/2021;MA-AMAR-CS-01;Costasera - Amarone Classico DOCG;;Vivino;4.5;Bomb. Leathery, earthy (plant soil??) base for dark fruit nose, pop of dark cherry and a little cocoa before a long, bone dry, oaky finish. Great color, burnt brown through a candy-apple red
12/04/2019;MA-AMAR-CS-01;Costasera - Amarone Classico DOCG;;Vivino;4.5;Very balanced - perfume intensity matches palate - both moderate and the raisin is not loud, and the acidity just right - again, all balanced, not memorable (sounds worse than I intend it), but hits the mark for the entire crowd (-a pleaser).
07/03/2022;MA-AMAR-CS-01;Costasera - Amarone Classico DOCG;;Vivino;4.4;2015 this time. Usual dark red with legs when swirling. Fragrance has plumb, red berries, and vanilla. Taste adds rich oak and chocolate while keeping berries and some plumb. Tannins are smooth and keeps a fresh crispy acidity. Can be had with anything but cheese is excellent.
11/06/2020;MA-AMAR-CS-01;Costasera - Amarone Classico DOCG;;Vivino;4.5;Decanted 60min. The colour is deep ruby and very transparent with good surface reflection lights. The aroma start with blackberry, red berry, prunes, spice and a touch of forest floor at the edge. The second layer the chocolate, herbs arising. The notes is complicate. Very intense and full on the on the palates with smooth tannins, firm structure with fine texture mouth feel. It is has balance acidic, homogenous and dry with finishes savory dried blackcurrant with little oak and touch of coffee. 
