DATA_COMMENTO;CODICE_PRODOTTO;NOME_PRODOTTO;CATEGORIA_PRODOTTO;SITO_ORIGINE;RATING_ORIGINALE;TESTO_COMMENTO;ID_PRODOTTO;SITO_ECOMMERCE;TESTO_ORIGINALE
2025-11-08;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;3.9;;VS-PROS-ED-01;Vivino;Decent drink..above average for the type. You’ll like it if you like prosecco.   Straw pale yellow colour.   Nose is unremarkable, maybe some citrus.   Nice fizz. Dry side. Acidity provides freshness. Some more lime accents than sweeter citrus. Background Apple.   Overall very acceptable Prosecco. Will drink again.
2023-07-07;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;3.9;;VS-PROS-ED-01;Vivino;3.9* Really nice and well ballanced Prosecco Valdobbiadene. Highly drinkable with refresing sensation instead of quite high suggar content. Medium amount of fine bubbles.  Nose: apple, pear, peach, lemon  Mouth: medium body, medium(+) acidity, a bit off-dry but with well ballanced suggar with acidity. Notes of apple, peach, pineapple, melon, honey. In the finish a bit of minerals and lemon zest.
2026-01-21;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.2;;VS-PROS-ED-01;Vivino;The winery villa sandi is  family owned and is  located in valdobbiadene,italy.It was founded in in 1920 by mario polegato.the present winery was acquired in 1970 and renovated to be  a modern top prosecco winery.they did much to popularise prosecco to the international market.rs 17g/l,ta 5 7g/l alc 11%.grape is glera. Taste..intense,depth,sweetish,great minerality tone with mild acidity Jkyeo..92 21 1.2026
2023-05-21;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;A refresh and floral Valdobbiadene Prosecco Glera 100% that exhibits peach, white flower and candied citrus notes. Sugar content fermentation is stopped by refrigeration in the tank. The tank method bubbles are formed around the edge of the glass, while traditional method bubbles constantly rise from the bottom of the glass. Pale yellow color. M+ nose/mouth of peach, pear, lime, passionfruit, herb, white flower,  Extra dry(17g/L), Light body, M+ acidity, Low alc(11%), M+ flavor, M finish, M complexity. Drink now.
2015-11-17;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Color: pale lemon  Nose: stone fruit, white flowers, green apples, orange blossom, medium intensity, light bodied, medium acidity  Palate: green apples, white flowers, stone fruit, medium + acidity, light bodied, medium intensity   Finish: short +, green apples, white stone fruit, white flowers
2022-11-06;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Very pleasant extra dry and refreshing Prosecco with nice aromas of white flesh fruits, citrus, some minerals, peach, tropical fruits in a medium body and medium-long aftertaste sensation. Light, easy drinking with very good vfm, it matched perfectly with my talagani cheese .
2021-04-04;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Villa Sandi is located in Friuli, not clear whether it’s blend or uva singola but definitely Glera dominant. Pale yellow colour, extra fine bubble, ripe, almost sweet apple, floral tones violet Excellent Prosecco
2021-11-07;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Simply Italian Great Wines Americas Tour IEEM 2021 in San Francisco.    Glera w/ 12 g/L RS and 11% ABV.    Aroma of yeast, golden apples, and pears.  High acidity, minerality w/ flavors of bitter almonds, golden apples, citrus zest, and unripe fruit.    3.9⭐️ 
2021-04-11;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Plenty of bubbles and lovely gold color. Notes of green fruit mostly apple and  pear and then some melon tingles on the palate. Really refreshing overall with a great body too. Found in number 21 off license for 16euro. Absolutely delighted with the purchase overall good 😊
2023-12-26;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.1;;VS-PROS-ED-01;Vivino;Great bubbly aperitif. It is dry, medium-to-light bodied, with elevated acidity. Color: pale straw yellow Nose: citrus, overripe apple and yeast medium intensity On the palate: pear, vanilla, pineapple Prolonged creamy finish with notes of peach and almond
2025-08-31;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Villa Sandi Valdobbiadene Prosecco Superiore DOCG Extra Dry BD2024 (20250716)  Pale lemon, medium intensity, lemon, juicy white peach, nectarine, honeydew, acacia, medium dry, medium+ acidity, medium alcohol, medium body with vivid mousse, medium finish, good, more promient & ripe fruity character than average Prosecco with nice balanced structure well-suited to festive consumption.
2020-10-21;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;3.5;;VS-PROS-ED-01;Vivino;Honest Prosecco. Valdobbiadene always a safe bet, I rather drink the brut but this extra dry matched well with a cheese fondue. 
2014-04-27;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.5;;VS-PROS-ED-01;Vivino;Prosecco is always a nice thing. This one is from the DOCG zone of Cartizze. Especially Cartizze's are really interesting. Aromas of peach and green apple with hints of ciabatta and butter. On the palate fresh with a zesty acidity, fruity notes of apricot and a really good and persistent perlage.  Fruity finish with notes of almond in the aftertaste.  This is one of the best Cartizze's I've ever tried!
2021-12-31;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Great, tasty, refreshing Prosecco. But don't ask me anything, I'm drunk for 2 days already 🤣🤣 cheers! 🍾🥂💃🕺🍓
2024-01-27;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Very yummy !! Very true enjoyable and complex. Especially for the price.wiuod absolutely have it again.
2025-06-24;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;3.9;;VS-PROS-ED-01;Vivino;Basic, quality Prosecco, some sweet, as l like, but soft and drinkable. Nice flavor with pears, peach and white flowers
2021-12-17;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;I really liked this Prosecco Valdobbiadene 🇮🇹 Dry. Light bubbles. Aromas of apple, pear and almond. 
2022-03-27;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Good Prosecco. Peach, lychee, citrus, lemon. Good structure and bubbles. Very light sweetness, not too dry or flat. 
2015-09-13;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;3.0;;VS-PROS-ED-01;Vivino;Bubbles are always a joy, this one is refreshing with a sweet final note. You must look out, it's a good price to quality ratio.. I can picture myself on the pool with this one! Cheers
2020-11-04;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Very nice, pale straw with fine bubbles, pear, peach and apple. Well-structured with medium+ acidity and autolytic notes 
2015-12-21;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Prosecco! Prosecco! Fruity and golden color. Very easy to drink.
2024-07-02;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Pear on nose, nice acidity. Long persistent finish.
2017-04-30;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Easy drinking. Anytime any food 
2020-04-06;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Used this citrus Prosecco to mix aperol spritz - with success I might add 😍👍🏼 
2024-09-20;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;3.9;;VS-PROS-ED-01;Vivino;Good choice
2016-08-18;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Complex, dry prosecco with an interesting bouquet and long finish.
2020-05-20;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Surprisingly Went very went with a Korean style lettuce, beef and kimchi wrap dinner! 
2015-04-04;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Perfect Sparkling Wine. Fine bubbles, sweet aromas but dry in taste.
2023-01-18;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Sweet, good value for money tho
2022-07-11;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;3.9;;VS-PROS-ED-01;Vivino;Slightly more polished than your usual Prosecco 
2016-07-27;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Very fruity, lovely bouquet, not too dry.
2021-09-12;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Citrus, sparklingly, lemon. 
2023-01-12;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;3.9;;VS-PROS-ED-01;Vivino;Fantastic prosecco, smooth and tasty! Apple, pear and lime on the nose.
2022-06-29;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;3.9;;VS-PROS-ED-01;Vivino;Very niiice. Fresh and fruity. 
2015-01-23;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Peach, little white flower, pearl, honey, melon, high acidity, off- dry. Elegant.
2024-07-27;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;3.9;;VS-PROS-ED-01;Vivino;Nice Prosecco.  Fresh and apple
2016-04-21;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Dry but not bone dry. Good
2013-09-26;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Lovely prosecco! Vol van smaak, perfecte bubbel.
2024-12-26;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;3.9;;VS-PROS-ED-01;Vivino;Yes. Very nice bubbles
2022-05-02;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Very much enjoyed 
2023-01-03;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;3.9;;VS-PROS-ED-01;Vivino;apple pear peach lemon green apple
2021-03-13;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Great Prosecco.  👃 apple, pollen, flowers.  👄 citrus, apple and pear 3.9
2014-01-05;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;A splendid sparkling cru from the small Cartizze area. Worth-considering!
2014-01-15;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Soft on the palate, fresh, came with a fruity, harmonious finish. Fine and persistent bubbles.
2021-11-25;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Love it. One of my favorite vineyards 
2022-10-15;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.2;;VS-PROS-ED-01;Vivino;Fresh green apples. Really pleasant moose. Quite like this! 
2021-02-21;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;3.8⭐️ Notes of apple, citrus and pear.
2024-06-24;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Lush and creamy.
2021-12-24;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Light yellow colour. Delicate bubbles. Lots of citrus on the nose! Flavours  apple! 
2025-09-20;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;3.9;;VS-PROS-ED-01;Vivino;apple citrus lemon honey pear
2025-02-16;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;3.7;;VS-PROS-ED-01;Vivino;Pale straw yellow color. Faint citrus and apple on the nose, with hints of green apple, pear, lemon zest and vanilla. Bone dry, easy drinking bubbly.
2022-10-16;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.2;;VS-PROS-ED-01;Vivino;Awesome wine - not over sweet, but delicious balance. Very moreish. Excellent start to the night 
2024-06-10;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;3.9;;VS-PROS-ED-01;Vivino;Vinexpo 2024 香港🇭🇰。Still feel it’s easy drinking styles too🥂
2021-09-02;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Delicious! Light and smooth to the taste. Perfect for celebrations.
2013-11-09;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Crisp, refreshing and fruity sparkling wine, elegant and long finish. Recommended!
2022-11-22;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Perfumy. Super dry. citrus and smoke.
2022-11-03;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;3.7;;VS-PROS-ED-01;Vivino;Very good quality price Prosecco. Good bubble, not excessive acidity, great citrusy profile. Not very complex but for its price it’s a great catch. 
2025-12-31;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.1;;VS-PROS-ED-01;Vivino;green apple melon
2024-05-24;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;3.9;;VS-PROS-ED-01;Vivino;Fine bubbles, citrus, peach, melon, light and fresh, ending on saline notes
2019-04-30;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Very good value $25 at duty free! Nice bottle at a holiday in Cebu :)
2025-07-10;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;"Firm ""four"". ""A nice one prosecco to drink"""
2013-09-07;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Light and smooth.
2021-06-19;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Fresco and light, tart apple and straw
2017-09-27;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Very good with a nice sweetness.
2022-03-06;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Am awesome Prossecco, light, we'll balanced, with hints if apple. Easy drinking 
2022-02-22;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Fresh, almost cider-like! Good for the wife!
2024-04-15;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Lemon and white peach with buttery notes.
2019-06-06;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Wow,  clean , crisp, good acidity, fresh 
2025-05-14;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.1;;VS-PROS-ED-01;Vivino;Once again this was a standout prosecco.
2015-11-09;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Fruity & Chardonnay smells, more body, longer finished too.
2013-11-26;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;floral on nose hint of honey on palate.round and short finish.good value for money.like it.
2021-07-05;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;apple citrus honey apricot 
2023-07-13;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;3.9;;VS-PROS-ED-01;Vivino;apple minerals lemon tropical
2017-02-19;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;4.0;;VS-PROS-ED-01;Vivino;Very nice prosecco, tasty, balanced and refreshing. Good choice to start from.
2023-11-17;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;3.8;;VS-PROS-ED-01;Vivino;Always reliable villa sandi. Silky floral, green pear flavours. Tiny bubbles. Creamy.
2015-12-02;;Valdobbiadene Prosecco Superiore DOCG Extra Dry;;;3.0;;VS-PROS-ED-01;Vivino;Tropical fruit flavors of guava, pineapple and mandarin orange are balanced by lively acidity, mixing with hints of apricot, nut and spice. This is lightly frothy, with a mouthwatering finish that echoes the fruit character.
2018-02-08;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.0;;VS-PROS-ED-MM;Vivino;A very clean style Prosecco, smooth in the mouth but with a quaint edge to it that is difficult to describe and adds an extra dimension. Very tempered with the acidity kept on a leash at just the right length. One of the best I’ve had in a while!
2023-04-09;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.8;;VS-PROS-ED-MM;Vivino;Surprisingly solid for a Prosecco. Brut and very close in style to a Cava or other traditional method sparklers. Good value. 
2018-02-21;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.0;;VS-PROS-ED-MM;Vivino;I really enjoyed this prosecco. The fruity aroma was mouth watering. Good acidity and off dry sweetness. This would pair really well with oysters. 
2025-07-18;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.7;;VS-PROS-ED-MM;Vivino;Light golden color Prosecco. Tiny bubbles. Nose with apricot. In the mouth freshness through citrus and apricot flavors. Very light body 🍾🥂🇮🇹
2022-03-17;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.8;;VS-PROS-ED-MM;Vivino;Winevision 3.8  Pale lemon color  Scent lemon apple ripe peach  Dry 1 Acidity 3.8 Alchole 11 Body 2 여운 중간  1차 향과 맛 위주.깔끔함 괜찮은 벨런스 
2013-10-04;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.0;;VS-PROS-ED-MM;Vivino;Good stuff bright crrisp & rerreshing for the money its very good. Perfect sparkling for Wedding toasts, holiday gatherings & all that jazz
2025-12-01;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.7;;VS-PROS-ED-MM;Vivino;Nose: quince salt touch of melon   Taste: semi dry kiwi Granny Smith apple gentle lime not too effervescent   Colour: light sepia in the sunlight
2020-02-16;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.0;;VS-PROS-ED-MM;Vivino;Finas burbujas, no mucho gas. Afrutado, manzana, notas de Brioche. Bueno. Salud  Fine bubbles, not too much gas. Fruity, manzana, brioche notes. 
2021-07-25;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.0;;VS-PROS-ED-MM;Vivino;Green apple and citrus flavours. Did not get a true experience as we used it to make an Aperol spritzer. Very nice on a hit afternoon. 
2021-05-18;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.0;;VS-PROS-ED-MM;Vivino;Lovely and bright with the well-rounded crispness of pear.  Lemon tartness, toasted walnut. Hints of clementine and apricot. 
2026-03-27;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.8;;VS-PROS-ED-MM;Vivino;fabulous dry prosecco, bouquet reveals fresh notes of ripe yellow apples and acacia, as well as delicate tones of honeysuckle. Fine citrus accents!
2025-07-18;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.9;;VS-PROS-ED-MM;Vivino;Apricot, pear, apple tart, hazelnut, chispy and clean. Very fruity and lively. Drinking at home, summer evening on the terrace.
2022-12-27;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.8;;VS-PROS-ED-MM;Vivino;Fruit forward, dry, lively with lots of bubbles. Yellow apple and pear, melon, nutty, and creamy and smooth finish with a bit of banana.
2021-02-07;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.0;;VS-PROS-ED-MM;Vivino;A delicious and fresh Prosecco! One that can be consumed on its own, bubbly and refreshing. Paired with cashew chicken, yellow curry and wontons.
2023-01-05;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.7;;VS-PROS-ED-MM;Vivino;Absolutely a special bottle of prosecco, seductive and very aromatic.  Tropical and peach aroma on nose. High intensity of bubbles. Lovely bottle.
2021-01-01;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.0;;VS-PROS-ED-MM;Vivino;Light and crisp, easy to drink, dry and not sweet. apple pear grapefruit citrus flavors make it a very nice, dry but well balanced Prosecco 
2024-05-31;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.0;;VS-PROS-ED-MM;Vivino;The ratings on this are insane. Incredible value for money. It’s smooth with just the right amount of bubbles and honey with apple minerals
2022-02-05;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.0;;VS-PROS-ED-MM;Vivino;Mama mia!!!  For a guy that does not like frizzy wines to rant about a frizzy one!  Just grab a bottle during a nice and warm summer eve...& enjoy 🥂 
2023-10-14;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.6;;VS-PROS-ED-MM;Vivino;Crushed green pears, white apple flesh and foliage aromas. Rounded fruit flavours with green pears and apples, soft white rose petals. Decent length.
2023-12-02;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.5;;VS-PROS-ED-MM;Vivino;Medium perlage. Fruity flavours of apple 🍏, gooseberries, a touch of peach 🍑 and citrus fruits, pleasant acidity, medium to long finish.
2025-10-21;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.8;;VS-PROS-ED-MM;Vivino;88 pts, good value Prosecco. Had a slight aged/oxidative note to it for a Prosecco but it added a bit of extra character—might have sat in the shelf a while.
2020-10-10;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.9;;VS-PROS-ED-MM;Vivino;Crisp and fresh Prosecco. Citrus, apples and some pear & minerals.   Just below 4 stars from me. Around 3.9 points I would say. Nice value one that I could have again.
2022-01-29;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.0;;VS-PROS-ED-MM;Vivino;Birthday dinner celebrations! Citrus on the nose with pear and apple tasting notes. Very tasty, but might also have been the delicious meal and atmosphere.
2020-08-17;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.0;;VS-PROS-ED-MM;Vivino;Lovey bottle of bubbles. Lots of flavour, apple citrus lemon, very refreshing to drink.  Expensive (£20) enough back home but here in Italy it's a steal at €5.99
2023-09-14;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.8;;VS-PROS-ED-MM;Vivino;Nothing special and unique. Smells a bit hay, basic acceptable taste of apple, peach and pear. A bit boring, but perlage is so good, so +0.3 to this prosecco.
2023-12-20;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.8;;VS-PROS-ED-MM;Vivino;Pale straw color. Yellow apple, green pear, white florals, light minerals, apple peels, lemon zest. Little fizz. Fresh & delightful. A bit sweet. Drink anytime.
2023-12-24;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.8;;VS-PROS-ED-MM;Vivino;First feeling smooth Prosecco at the end different tones of taste a little bit hard to describe. But in all a good Prosecco. Pear and apple tones gently sparkling
2022-06-27;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.8;;VS-PROS-ED-MM;Vivino;Pretty big on the almond and toast for a prosecco, and this came as a pleasant surprise. Add a bit of apple and citrus and it makes for a very versatile sparkling wine
2025-11-02;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.7;;VS-PROS-ED-MM;Vivino;87/100 Very elegant Prosecco, dry and refined, fresh and well-balanced with decent acidity.  Really enjoyed it!  Please see my review of 2020 for more details!
2022-05-08;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.9;;VS-PROS-ED-MM;Vivino;Very enjoyable.  Nose for apples, minerals and lemon zest.  Flavours of apple, lemon peel and asparagus.  Medium body. Very acidic. Light tannins. Very dry.
2023-04-30;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.9;;VS-PROS-ED-MM;Vivino;I like this much more than I expected. I think my taste buds are changing again. Fruity, zesty Prosecco which I can have again and again. Good mid bodied notes of citrus, with a long lasting nose too
2017-09-29;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.0;;VS-PROS-ED-MM;Vivino;Aromas of sweet pears, lemon, and grapefruit. Medium body, high acidity.  Palate displays a nice blend of citrus and sweetness, in a crisp and refreshing prosecco. Very nice, underrated 
2024-01-12;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.9;;VS-PROS-ED-MM;Vivino;Elegant palate with peach, apple and lemon. Complex body for its price. A trace of sweetness, but still refreshing. Stone and obvious honey (definitely honey!) in the aftertaste.
2023-04-21;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.8;;VS-PROS-ED-MM;Vivino;Pale yellow color. Green apple, yeast, floral on the nose. Very aromatic. Med body. Nice fresh acidity with some sweetness. Good finish length. Surprisingly good prosecco at this price.
2016-09-28;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.0;;VS-PROS-ED-MM;Vivino;No wow factor on this wine, but still very tasty. A nice dry prosecco, I don't taste any strong notes of fruit/Apple like most prosecco. Nice to try and have once, but not great enough to buy twice.
2022-05-29;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.8;;VS-PROS-ED-MM;Vivino;Very refreshing although lacking a bit in character. Green apple, pear and grapefruit on the palette. Decent length in the finish.  Enjoyed at Pharos hotel, Hvar, Croatia
2022-01-20;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.1;;VS-PROS-ED-MM;Vivino;A very nice prosecco, nice consistent bubbles that isn’t overly fizzy with aroma’s of ripe apple, tropical fruits and candy. Off-dry with a medium finish, not complex but can be enjoyed by most. 
2018-07-23;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.0;;VS-PROS-ED-MM;Vivino;Excellent!  Love the flower essence but can’t define the actual flower. Crisp and fruity. I taste an apricot but not definite. Could not be more pleased. Can’t pinpoint but WE LOVE IT 
2020-10-10;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;3.5;;VS-PROS-ED-MM;Vivino;3.5. Drinking at 7.30 am isn't wrong, is it? 😁 Breakfast with @[1|1723487|Daniel Giacinti] started with mimosas, about the best thing Prosecco is good for. But that wasn't all... 
2021-03-27;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.0;;VS-PROS-ED-MM;Vivino;Fresh, fruity Prosecco, with a fine, persistent perlage. Excellent as an aperitif. DOCG* Certified. Abundant in bubbles, it has a very fine, persistent perlage, accompanied by an intensely fruity aroma with clear hints of ripe, golden apple and acacia flowers.
2021-02-11;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.0;;VS-PROS-ED-MM;Vivino;Nice prosecco, very smooth. A bit earthy on the nose for me... some apple on the nose with some grass or soil. Interesting nose. But the taste is very fruity, some green apple and pear with a lemon and lime zest finish. I did enjoy it a lot!
2019-06-23;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.0;;VS-PROS-ED-MM;Vivino;Second bottle of Prosecco held by the lovely hostesses for our wine tasting, photo bombed by one of our servers, @[1|29379994|Chris Thiesson] #11 Nose: very fresh and bubbly with toast Citrus toasty buttery taste  
2019-11-08;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.0;;VS-PROS-ED-MM;Vivino;Straightforward as any good prosecco. Light on the entry, crisp & refreshing. Nose & palate, slightly herbaceous with hint of citrus & maybe guava. Mouthfeel, dry with rounded mouthfeel and great companion during breakfast 
2021-12-08;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.0;;VS-PROS-ED-MM;Vivino;Value And Perfect With Vietnamese Food.  Pale yellow gold colour with orchard fruit and lemon on the nose which continues to the palate.  Apples, pears and citrus with hints of tropical fruit.  The persistent fine bubbles with zesty acidity in a light medium body nicely complements the light spiciness of Vietnamese fare.  But I would not hesitate to serve as an aperitif or sip on the patio.
2019-11-18;;Il Fresco - Prosecco Doc Millesimato Extra Dry;;;4.0;;VS-PROS-ED-MM;Vivino;I’m a 3.8 for this one so it gets a 4 ⭐️.  Nice golden colour in the glass, nice expression of bubbles with each sip.  On the nose citrus, apple and pear.  High acidity, light alcohol and a medium+ length finish.  Would definitely have again.
